School URL,Rank (2017-18),school type,School,School URL,District,District URL,City,City URL,Zip,County,Phone,Low Grade,High Grade,Is Title I,Is Charter,Is Magnet,Is Virtual,Number Students,Number Fulltime Teachers,Student/Teacher Ratio,Percent Free/Disc Lunch,Percent African American,Percent American Indian,Percent Asian,Percent Hispanic,Percent Pacific Islander,Percent Two or More Races,Percent White,Average Standard Score (2017-18),Average Standard Score (2016-17),Rank (2016-17),Rank Change from (2016-17),SchoolDigger Star Rating
https://www.schooldigger.com/go/TX/schools/2499002792/school.aspx,845,M,Kitty Hawk Middle,https://www.schooldigger.com/go/TX/schools/2499002792/school.aspx,Judson Independent School District,https://www.schooldigger.com/go/TX/district/24990/search.aspx,Universal City,https://www.schooldigger.com/go/TX/city/Universal+City/search.aspx,78148,Bexar,(210) 945-1220,06,08,No,No,No,No,1324,85.5,15.4,49.0%,14.5%,0.2%,2.0%,55.6%,0.3%,3.9%,23.6%,53.7,48.3,933,88,3
https://www.schooldigger.com/go/TX/schools/3312003726/school.aspx,908,M,Hobby Middle,https://www.schooldigger.com/go/TX/schools/3312003726/school.aspx,Northside Independent School District,https://www.schooldigger.com/go/TX/district/33120/search.aspx,San Antonio,https://www.schooldigger.com/go/TX/city/San+Antonio/search.aspx,78230,Bexar,(210) 397-6300,06,08,No,No,No,No,1034,63.9,16.1,51.4%,9.4%,0.1%,4.4%,63.4%,0.4%,2.2%,20.1%,51.8,41.7,1138,230,3
https://www.schooldigger.com/go/TX/schools/3294003638/school.aspx,915,M,Garner Middle,https://www.schooldigger.com/go/TX/schools/3294003638/school.aspx,North East Independent School District,https://www.schooldigger.com/go/TX/district/32940/search.aspx,San Antonio,https://www.schooldigger.com/go/TX/city/San+Antonio/search.aspx,78209,Bexar,(210) 356-3800,06,08,Yes,No,No,No,1005,67.4,14.8,70.8%,11.8%,0.1%,1.0%,68.1%,0.2%,2.6%,16.2%,51.7,48.6,926,11,3
https://www.schooldigger.com/go/TX/schools/3294000290/school.aspx,967,M,Driscoll Middle,https://www.schooldigger.com/go/TX/schools/3294000290/school.aspx,North East Independent School District,https://www.schooldigger.com/go/TX/district/32940/search.aspx,San Antonio,https://www.schooldigger.com/go/TX/city/San+Antonio/search.aspx,78247,Bexar,(210) 356-3200,06,08,No,No,No,No,826,52.8,15.6,50.1%,5.8%,0.5%,2.2%,59.1%,0.0%,4.1%,28.3%,50.1,53.6,805,-162,3
https://www.schooldigger.com/go/TX/schools/0021113231/school.aspx,1069,M,Idea Eastside College Preparatory,https://www.schooldigger.com/go/TX/schools/0021113231/school.aspx,Idea Public Schools,https://www.schooldigger.com/go/TX/district/00211/search.aspx,San Antonio,https://www.schooldigger.com/go/TX/city/San+Antonio/search.aspx,78220,Bexar,(210) 239-4800,06,08,Yes,Yes,No,No,226,9.1,24.6,97.8%,23.9%,0.0%,0.0%,71.7%,0.0%,0.0%,4.4%,46.9,,,,3
https://www.schooldigger.com/go/TX/schools/3312011794/school.aspx,1086,M,Vale Middle,https://www.schooldigger.com/go/TX/schools/3312011794/school.aspx,Northside Independent School District,https://www.schooldigger.com/go/TX/district/33120/search.aspx,San Antonio,https://www.schooldigger.com/go/TX/city/San+Antonio/search.aspx,78251,Bexar,(210) 397-5700,06,08,No,No,No,No,1321,75.6,17.4,48.6%,7.9%,0.2%,1.5%,74.6%,0.5%,3.6%,11.8%,46.1,51.7,846,-240,2
https://www.schooldigger.com/go/TX/schools/3294003649/school.aspx,1092,M,Nimitz Middle,https://www.schooldigger.com/go/TX/schools/3294003649/school.aspx,North East Independent School District,https://www.schooldigger.com/go/TX/district/32940/search.aspx,San Antonio,https://www.schooldigger.com/go/TX/city/San+Antonio/search.aspx,78216,Bexar,(210) 356-5300,06,08,Yes,No,Yes,No,1234,86,14.3,74.7%,5.0%,0.2%,1.4%,81.0%,0.0%,1.1%,11.3%,45.9,39.6,1208,116,2
https://www.schooldigger.com/go/TX/schools/3294003636/school.aspx,1103,M,Eisenhower Middle,https://www.schooldigger.com/go/TX/schools/3294003636/school.aspx,North East Independent School District,https://www.schooldigger.com/go/TX/district/32940/search.aspx,San Antonio,https://www.schooldigger.com/go/TX/city/San+Antonio/search.aspx,78216,Bexar,(210) 356-3500,06,08,No,No,No,No,1138,68.6,16.5,55.5%,6.4%,0.3%,2.2%,68.6%,0.2%,2.3%,20.0%,45.4,48.4,930,-173,2
https://www.schooldigger.com/go/TX/schools/2499012469/school.aspx,1124,M,Judson Middle,https://www.schooldigger.com/go/TX/schools/2499012469/school.aspx,Judson Independent School District,https://www.schooldigger.com/go/TX/district/24990/search.aspx,Converse,https://www.schooldigger.com/go/TX/city/Converse/search.aspx,78109,Bexar,(210) 357-0801,06,08,Yes,No,No,No,1207,74,16.3,60.7%,21.8%,0.4%,2.3%,54.7%,0.7%,3.1%,17.1%,44.7,41.6,1146,22,2
https://www.schooldigger.com/go/TX/schools/0025712635/school.aspx,1160,M,KIPP Camino Academy,https://www.schooldigger.com/go/TX/schools/0025712635/school.aspx,Kipp San Antonio,https://www.schooldigger.com/go/TX/district/00257/search.aspx,San Antonio,https://www.schooldigger.com/go/TX/city/San+Antonio/search.aspx,78237,Bexar,(210) 829-4200,05,08,Yes,Yes,No,No,469,23.2,20.2,88.9%,1.1%,0.0%,0.0%,95.5%,0.0%,0.6%,2.8%,43.6,37.1,1278,118,2
https://www.schooldigger.com/go/TX/schools/3873004326/school.aspx,1173,M,Bonham Academy,https://www.schooldigger.com/go/TX/schools/3873004326/school.aspx,San Antonio Independent School District,https://www.schooldigger.com/go/TX/district/38730/search.aspx,San Antonio,https://www.schooldigger.com/go/TX/city/San+Antonio/search.aspx,78205,Bexar,(210) 228-3300,PK,08,Yes,Yes,No,No,547,33.2,16.4,59.8%,1.8%,0.2%,0.4%,91.4%,0.2%,0.5%,5.5%,43.3,38.8,1231,58,2
https://www.schooldigger.com/go/TX/schools/3312006150/school.aspx,1179,M,Zachry Middle,https://www.schooldigger.com/go/TX/schools/3312006150/school.aspx,Northside Independent School District,https://www.schooldigger.com/go/TX/district/33120/search.aspx,San Antonio,https://www.schooldigger.com/go/TX/city/San+Antonio/search.aspx,78250,Bexar,(210) 397-7400,06,08,Yes,No,No,No,1009,62.6,16,71.0%,7.2%,0.0%,1.4%,77.4%,0.0%,1.8%,12.2%,43.1,46.1,1003,-176,2
https://www.schooldigger.com/go/TX/schools/3294003643/school.aspx,1192,M,Krueger Middle,https://www.schooldigger.com/go/TX/schools/3294003643/school.aspx,North East Independent School District,https://www.schooldigger.com/go/TX/district/32940/search.aspx,San Antonio,https://www.schooldigger.com/go/TX/city/San+Antonio/search.aspx,78218,Bexar,(210) 356-4700,06,08,Yes,No,Yes,No,959,75.2,12.7,74.6%,9.4%,0.2%,1.6%,70.4%,0.2%,2.6%,15.6%,42.7,45.1,1035,-157,2
https://www.schooldigger.com/go/TX/schools/0005313163/school.aspx,1251,M,Anne Frank Inspire Academy,https://www.schooldigger.com/go/TX/schools/0005313163/school.aspx,Inspire Academies,https://www.schooldigger.com/go/TX/district/00053/search.aspx,San Antonio,https://www.schooldigger.com/go/TX/city/San+Antonio/search.aspx,78249,Bexar,(210) 638-5900,KG,11,No,Yes,No,No,349,18.9,18.4,20.1%,2.9%,0.3%,2.0%,60.5%,0.0%,4.3%,30.1%,40.7,47.9,948,-303,2
https://www.schooldigger.com/go/TX/schools/3294003659/school.aspx,1254,M,White Middle,https://www.schooldigger.com/go/TX/schools/3294003659/school.aspx,North East Independent School District,https://www.schooldigger.com/go/TX/district/32940/search.aspx,San Antonio,https://www.schooldigger.com/go/TX/city/San+Antonio/search.aspx,78218,Bexar,(210) 356-5900,06,08,Yes,No,No,No,1025,80.2,12.7,73.1%,22.4%,0.2%,2.0%,57.8%,0.8%,3.2%,13.6%,40.6,34.4,1363,109,2
https://www.schooldigger.com/go/TX/schools/3312003719/school.aspx,1281,M,Ross Middle,https://www.schooldigger.com/go/TX/schools/3312003719/school.aspx,Northside Independent School District,https://www.schooldigger.com/go/TX/district/33120/search.aspx,San Antonio,https://www.schooldigger.com/go/TX/city/San+Antonio/search.aspx,78228,Bexar,(210) 397-6350,06,08,Yes,No,No,No,1122,78.3,14.3,83.9%,4.1%,0.0%,1.6%,89.6%,0.3%,0.5%,3.9%,39.9,33.8,1384,103,2
https://www.schooldigger.com/go/TX/schools/3312005786/school.aspx,1290,M,Rudder Middle,https://www.schooldigger.com/go/TX/schools/3312005786/school.aspx,Northside Independent School District,https://www.schooldigger.com/go/TX/district/33120/search.aspx,San Antonio,https://www.schooldigger.com/go/TX/city/San+Antonio/search.aspx,78240,Bexar,(210) 397-5000,06,08,Yes,No,No,No,1050,67.4,15.5,65.8%,8.1%,0.1%,8.4%,66.5%,0.3%,2.2%,14.5%,39.6,38.8,1232,-58,2
https://www.schooldigger.com/go/TX/schools/3294003642/school.aspx,1294,M,Jackson Middle,https://www.schooldigger.com/go/TX/schools/3294003642/school.aspx,North East Independent School District,https://www.schooldigger.com/go/TX/district/32940/search.aspx,San Antonio,https://www.schooldigger.com/go/TX/city/San+Antonio/search.aspx,78230,Bexar,(210) 356-4400,06,08,Yes,No,No,No,818,67.3,12.1,70.1%,4.9%,0.0%,0.2%,81.3%,0.1%,0.9%,12.6%,39.4,42.7,1111,-183,2
https://www.schooldigger.com/go/TX/schools/4095008118/school.aspx,1311,M,Francis R Scobee Middle,https://www.schooldigger.com/go/TX/schools/4095008118/school.aspx,Southwest Independent School District,https://www.schooldigger.com/go/TX/district/40950/search.aspx,San Antonio,https://www.schooldigger.com/go/TX/city/San+Antonio/search.aspx,78245,Bexar,(210) 645-7500,06,08,Yes,No,No,No,867,54,16,71.2%,4.7%,0.2%,0.7%,85.5%,0.0%,1.8%,7.0%,38.7,33.1,1400,89,2
https://www.schooldigger.com/go/TX/schools/3873010427/school.aspx,1317,M,Mission Academy,https://www.schooldigger.com/go/TX/schools/3873010427/school.aspx,San Antonio Independent School District,https://www.schooldigger.com/go/TX/district/38730/search.aspx,San Antonio,https://www.schooldigger.com/go/TX/city/San+Antonio/search.aspx,78223,Bexar,(210) 438-6880,PK,08,Yes,No,No,No,608,42,14.4,88.5%,3.5%,0.2%,1.0%,92.4%,0.2%,0.0%,2.8%,38.6,26.2,1585,268,2
https://www.schooldigger.com/go/TX/schools/0021113148/school.aspx,1328,M,Idea Walzem College Preparatory,https://www.schooldigger.com/go/TX/schools/0021113148/school.aspx,Idea Public Schools,https://www.schooldigger.com/go/TX/district/00211/search.aspx,San Antonio,https://www.schooldigger.com/go/TX/city/San+Antonio/search.aspx,78239,Bexar,(210) 239-4600,06,09,Yes,Yes,No,No,327,15.3,21.2,84.4%,26.0%,0.3%,1.2%,64.5%,0.3%,0.0%,7.6%,38.3,35.8,1311,-17,2
https://www.schooldigger.com/go/TX/schools/2247002269/school.aspx,1352,M,Terrell Wells Middle,https://www.schooldigger.com/go/TX/schools/2247002269/school.aspx,Harlandale Independent School District,https://www.schooldigger.com/go/TX/district/22470/search.aspx,San Antonio,https://www.schooldigger.com/go/TX/city/San+Antonio/search.aspx,78221,Bexar,(210) 989-2600,06,08,Yes,No,No,No,730,50.4,14.4,87.4%,0.0%,0.0%,0.0%,96.8%,0.0%,0.3%,2.9%,37.3,36.3,1298,-54,2
https://www.schooldigger.com/go/TX/schools/2247002261/school.aspx,1357,M,Harlandale Middle,https://www.schooldigger.com/go/TX/schools/2247002261/school.aspx,Harlandale Independent School District,https://www.schooldigger.com/go/TX/district/22470/search.aspx,San Antonio,https://www.schooldigger.com/go/TX/city/San+Antonio/search.aspx,78214,Bexar,(210) 999-9999,06,08,Yes,No,No,No,865,57.6,15,90.5%,0.5%,0.0%,0.2%,97.8%,0.0%,0.2%,1.3%,37.1,29.1,1505,148,2
https://www.schooldigger.com/go/TX/schools/0006210418/school.aspx,1362,M,Dr Paul S Saenz J H,https://www.schooldigger.com/go/TX/schools/0006210418/school.aspx,School Of Excellence In Education,https://www.schooldigger.com/go/TX/district/00062/search.aspx,San Antonio,https://www.schooldigger.com/go/TX/city/San+Antonio/search.aspx,78213,Bexar,(210) 431-9881,07,08,Yes,Yes,No,No,101,8.3,12,86.1%,28.7%,0.0%,0.0%,68.3%,1.0%,0.0%,2.0%,37,24.6,1635,273,2
https://www.schooldigger.com/go/TX/schools/0026612580/school.aspx,1371,M,Harmony School Of Innovation - San Antonio,https://www.schooldigger.com/go/TX/schools/0026612580/school.aspx,Harmony Science Academy (San Antonio),https://www.schooldigger.com/go/TX/district/00266/search.aspx,San Antonio,https://www.schooldigger.com/go/TX/city/San+Antonio/search.aspx,78239,Bexar,(210) 265-1575,PK,08,Yes,Yes,No,No,536,42.7,12.5,75.4%,25.4%,0.0%,1.3%,56.5%,0.0%,3.2%,13.6%,36.7,42.9,1107,-264,2
https://www.schooldigger.com/go/TX/schools/0024613089/school.aspx,1378,M,Lighthouse Charter School - B Campus,https://www.schooldigger.com/go/TX/schools/0024613089/school.aspx,Lighthouse Charter School,https://www.schooldigger.com/go/TX/district/00246/search.aspx,San Antonio,https://www.schooldigger.com/go/TX/city/San+Antonio/search.aspx,78227,Bexar,(210) 674-4100,02,08,Yes,Yes,No,No,213,16.8,12.6,85.9%,11.3%,0.0%,0.0%,82.2%,0.0%,1.4%,5.2%,36.5,33,1403,25,2
https://www.schooldigger.com/go/TX/schools/4095004660/school.aspx,1424,M,Ronald E McNair Middle,https://www.schooldigger.com/go/TX/schools/4095004660/school.aspx,Southwest Independent School District,https://www.schooldigger.com/go/TX/district/40950/search.aspx,Atascosa,https://www.schooldigger.com/go/TX/city/Atascosa/search.aspx,78002,Bexar,(210) 622-4480,06,08,Yes,No,No,No,773,54,14.3,72.8%,2.1%,0.1%,0.0%,89.0%,0.0%,0.1%,8.7%,35.1,38.9,1230,-194,2
https://www.schooldigger.com/go/TX/schools/3294005562/school.aspx,1434,M,Wood Middle,https://www.schooldigger.com/go/TX/schools/3294005562/school.aspx,North East Independent School District,https://www.schooldigger.com/go/TX/district/32940/search.aspx,San Antonio,https://www.schooldigger.com/go/TX/city/San+Antonio/search.aspx,78233,Bexar,(210) 356-6200,06,08,Yes,No,No,No,972,65.9,14.7,64.6%,8.6%,0.1%,2.2%,66.0%,0.2%,2.9%,20.0%,34.8,35.4,1325,-109,2
https://www.schooldigger.com/go/TX/schools/3873004356/school.aspx,1437,M,Hawthorne Pk-8 Academy,https://www.schooldigger.com/go/TX/schools/3873004356/school.aspx,San Antonio Independent School District,https://www.schooldigger.com/go/TX/district/38730/search.aspx,San Antonio,https://www.schooldigger.com/go/TX/city/San+Antonio/search.aspx,78212,Bexar,(210) 738-9795,PK,08,Yes,Yes,No,No,792,47.7,16.5,76.8%,2.3%,0.0%,0.1%,92.3%,0.0%,0.3%,5.1%,34.7,32.5,1423,-14,2
https://www.schooldigger.com/go/TX/schools/3312003694/school.aspx,1509,M,Pease Middle,https://www.schooldigger.com/go/TX/schools/3312003694/school.aspx,Northside Independent School District,https://www.schooldigger.com/go/TX/district/33120/search.aspx,San Antonio,https://www.schooldigger.com/go/TX/city/San+Antonio/search.aspx,78245,Bexar,(210) 397-2950,06,08,Yes,No,No,No,1165,73.3,15.8,71.8%,8.1%,0.1%,0.7%,82.1%,0.3%,1.7%,7.0%,32.1,31.9,1438,-71,2
https://www.schooldigger.com/go/TX/schools/0025713246/school.aspx,1515,M,KIPP Poder Academy,https://www.schooldigger.com/go/TX/schools/0025713246/school.aspx,Kipp San Antonio,https://www.schooldigger.com/go/TX/district/00257/search.aspx,San Antonio,https://www.schooldigger.com/go/TX/city/San+Antonio/search.aspx,78212,Bexar,(210) 888-6513,05,07,Yes,Yes,No,No,225,11,20.2,84.9%,1.3%,0.4%,0.4%,94.7%,0.0%,0.4%,2.7%,31.7,,,,1
https://www.schooldigger.com/go/TX/schools/0001410415/school.aspx,1529,M,Ruth Jones McClendon Middle,https://www.schooldigger.com/go/TX/schools/0001410415/school.aspx,George Gervin Academy,https://www.schooldigger.com/go/TX/district/00014/search.aspx,San Antonio,https://www.schooldigger.com/go/TX/city/San+Antonio/search.aspx,78218,Bexar,(210) 587-3576,06,12,Yes,Yes,No,No,109,6.8,15.9,96.3%,61.5%,0.0%,0.0%,33.0%,0.0%,3.7%,1.8%,31.3,16.8,1846,317,1
https://www.schooldigger.com/go/TX/schools/2247002262/school.aspx,1535,M,Kingsborough Middle,https://www.schooldigger.com/go/TX/schools/2247002262/school.aspx,Harlandale Independent School District,https://www.schooldigger.com/go/TX/district/22470/search.aspx,San Antonio,https://www.schooldigger.com/go/TX/city/San+Antonio/search.aspx,78221,Bexar,(210) 989-2200,06,08,Yes,No,No,No,655,44.5,14.7,87.3%,0.3%,0.2%,0.0%,97.3%,0.0%,0.0%,2.3%,31.2,27.6,1552,17,1
https://www.schooldigger.com/go/TX/schools/3312003717/school.aspx,1541,M,Rayburn Middle,https://www.schooldigger.com/go/TX/schools/3312003717/school.aspx,Northside Independent School District,https://www.schooldigger.com/go/TX/district/33120/search.aspx,San Antonio,https://www.schooldigger.com/go/TX/city/San+Antonio/search.aspx,78227,Bexar,(210) 397-2150,06,08,Yes,No,No,No,927,70.1,13.2,80.5%,3.7%,0.0%,0.3%,90.0%,0.1%,1.1%,4.9%,31.1,28,1539,-2,1
https://www.schooldigger.com/go/TX/schools/4095012873/school.aspx,1584,M,Judith A Resnik Middle,https://www.schooldigger.com/go/TX/schools/4095012873/school.aspx,Southwest Independent School District,https://www.schooldigger.com/go/TX/district/40950/search.aspx,Von Ormy,https://www.schooldigger.com/go/TX/city/Von+Ormy/search.aspx,78073,Bexar,(210) 623-6589,06,08,Yes,No,No,No,752,51,14.7,82.9%,2.4%,0.0%,0.7%,92.6%,0.0%,0.8%,3.6%,29.4,30,1487,-97,1
https://www.schooldigger.com/go/TX/schools/2247002251/school.aspx,1593,M,A Leal Junior Middle,https://www.schooldigger.com/go/TX/schools/2247002251/school.aspx,Harlandale Independent School District,https://www.schooldigger.com/go/TX/district/22470/search.aspx,San Antonio,https://www.schooldigger.com/go/TX/city/San+Antonio/search.aspx,78211,Bexar,(210) 989-2040,06,08,Yes,No,No,No,810,62.2,13,94.3%,0.0%,0.0%,0.0%,99.1%,0.0%,0.2%,0.6%,29.1,26.3,1582,-11,1
https://www.schooldigger.com/go/TX/schools/2499007189/school.aspx,1596,M,Woodlake Hills Middle,https://www.schooldigger.com/go/TX/schools/2499007189/school.aspx,Judson Independent School District,https://www.schooldigger.com/go/TX/district/24990/search.aspx,San Antonio,https://www.schooldigger.com/go/TX/city/San+Antonio/search.aspx,78244,Bexar,(210) 661-1110,06,08,Yes,No,No,No,857,63,13.5,75.7%,23.8%,0.2%,2.2%,61.0%,0.1%,2.2%,10.4%,29,25.8,1597,1,1
https://www.schooldigger.com/go/TX/schools/0008008109/school.aspx,1612,M,Heritage Academy,https://www.schooldigger.com/go/TX/schools/0008008109/school.aspx,Heritage Academy,https://www.schooldigger.com/go/TX/district/00080/search.aspx,Windcrest,https://www.schooldigger.com/go/TX/city/Windcrest/search.aspx,78239,Bexar,(210) 510-4640,07,08,Yes,Yes,No,No,14,3.2,4.3,78.6%,14.3%,0.0%,0.0%,57.1%,0.0%,7.1%,21.4%,28.7,25.6,1605,-7,1
https://www.schooldigger.com/go/TX/schools/0025710422/school.aspx,1627,M,KIPP Aspire Academy,https://www.schooldigger.com/go/TX/schools/0025710422/school.aspx,Kipp San Antonio,https://www.schooldigger.com/go/TX/district/00257/search.aspx,San Antonio,https://www.schooldigger.com/go/TX/city/San+Antonio/search.aspx,78204,Bexar,(210) 735-7300,05,08,Yes,Yes,No,No,477,27.1,17.5,88.5%,3.8%,0.2%,0.2%,95.2%,0.0%,0.0%,0.6%,28.1,23,1686,59,1
https://www.schooldigger.com/go/TX/schools/0006308433/school.aspx,1641,M,Southwest Preparatory Southeast Campus,https://www.schooldigger.com/go/TX/schools/0006308433/school.aspx,Southwest Preparatory School,https://www.schooldigger.com/go/TX/district/00063/search.aspx,San Antonio,https://www.schooldigger.com/go/TX/city/San+Antonio/search.aspx,78220,Bexar,(210) 333-1403,PK,12,Yes,Yes,No,No,214,17.5,12.2,90.2%,23.8%,0.5%,0.0%,69.2%,0.0%,2.3%,4.2%,27.8,6.1,2006,365,1
https://www.schooldigger.com/go/TX/schools/0007112956/school.aspx,1652,M,Ut - University Charter School At High Point,https://www.schooldigger.com/go/TX/schools/0007112956/school.aspx,University Of Texas University Charter School,https://www.schooldigger.com/go/TX/district/00071/search.aspx,San Antonio,https://www.schooldigger.com/go/TX/city/San+Antonio/search.aspx,78229,Bexar,(512) 560-8132,03,12,No,Yes,No,No,13,1,13,23.1%,15.4%,0.0%,0.0%,38.5%,0.0%,0.0%,46.2%,27.5,,,,1
https://www.schooldigger.com/go/TX/schools/0006310419/school.aspx,1687,M,New Directions,https://www.schooldigger.com/go/TX/schools/0006310419/school.aspx,Southwest Preparatory School,https://www.schooldigger.com/go/TX/district/00063/search.aspx,San Antonio,https://www.schooldigger.com/go/TX/city/San+Antonio/search.aspx,78209,Bexar,(210) 828-2161,06,12,Yes,Yes,No,No,195,17.7,11,67.7%,24.6%,0.0%,0.5%,62.6%,0.0%,3.6%,8.7%,26.5,23.8,1664,-23,1
https://www.schooldigger.com/go/TX/schools/0026813064/school.aspx,1694,M,Brooks Collegiate Academy,https://www.schooldigger.com/go/TX/schools/0026813064/school.aspx,Brooks Academy Of Science And Engineering,https://www.schooldigger.com/go/TX/district/00268/search.aspx,San Antonio,https://www.schooldigger.com/go/TX/city/San+Antonio/search.aspx,78230,Bexar,(210) 850-3002,PK,10,Yes,Yes,No,No,249,13.7,18,69.5%,1.2%,0.0%,2.0%,93.6%,0.0%,0.0%,3.2%,26.3,,,,1
https://www.schooldigger.com/go/TX/schools/4074004624/school.aspx,1703,M,Somerset J H,https://www.schooldigger.com/go/TX/schools/4074004624/school.aspx,Somerset Independent School District,https://www.schooldigger.com/go/TX/district/40740/search.aspx,Somerset,https://www.schooldigger.com/go/TX/city/Somerset/search.aspx,78069,Bexar,(866) 852-9862,07,08,Yes,No,No,No,607,37.8,16,75.5%,0.8%,0.0%,0.3%,88.1%,0.2%,0.5%,10.0%,26,17.3,1834,131,1
https://www.schooldigger.com/go/TX/schools/3873004346/school.aspx,1732,M,Eloise Japhet Academy,https://www.schooldigger.com/go/TX/schools/3873004346/school.aspx,San Antonio Independent School District,https://www.schooldigger.com/go/TX/district/38730/search.aspx,San Antonio,https://www.schooldigger.com/go/TX/city/San+Antonio/search.aspx,78210,Bexar,(210) 228-3345,PK,07,Yes,No,No,No,912,52,17.5,92.5%,1.1%,0.0%,0.0%,96.9%,0.0%,0.3%,1.6%,25.1,,,,1
https://www.schooldigger.com/go/TX/schools/3312003714/school.aspx,1735,M,Neff Middle,https://www.schooldigger.com/go/TX/schools/3312003714/school.aspx,Northside Independent School District,https://www.schooldigger.com/go/TX/district/33120/search.aspx,San Antonio,https://www.schooldigger.com/go/TX/city/San+Antonio/search.aspx,78238,Bexar,(210) 397-4100,06,08,Yes,No,No,No,1223,76.9,15.8,78.1%,8.3%,0.2%,1.5%,80.9%,0.2%,1.1%,7.9%,25.1,23.3,1676,-59,1
https://www.schooldigger.com/go/TX/schools/0007708105/school.aspx,1736,M,Bexar County Academy,https://www.schooldigger.com/go/TX/schools/0007708105/school.aspx,Bexar County Academy,https://www.schooldigger.com/go/TX/district/00077/search.aspx,San Antonio,https://www.schooldigger.com/go/TX/city/San+Antonio/search.aspx,78228,Bexar,(210) 432-8600,PK,08,Yes,Yes,No,No,368,28,13.1,98.6%,4.9%,0.0%,0.3%,92.9%,0.0%,0.3%,1.6%,25,30.8,1465,-271,1
https://www.schooldigger.com/go/TX/schools/3873004325/school.aspx,1758,M,Beacon Hill Academy,https://www.schooldigger.com/go/TX/schools/3873004325/school.aspx,San Antonio Independent School District,https://www.schooldigger.com/go/TX/district/38730/search.aspx,San Antonio,https://www.schooldigger.com/go/TX/city/San+Antonio/search.aspx,78201,Bexar,(210) 738-9765,PK,07,Yes,No,No,No,432,31.5,13.6,93.1%,3.0%,0.2%,0.0%,94.0%,0.0%,0.7%,2.1%,24.2,,,,1
https://www.schooldigger.com/go/TX/schools/3873004408/school.aspx,1785,M,Whittier Middle,https://www.schooldigger.com/go/TX/schools/3873004408/school.aspx,San Antonio Independent School District,https://www.schooldigger.com/go/TX/district/38730/search.aspx,San Antonio,https://www.schooldigger.com/go/TX/city/San+Antonio/search.aspx,78201,Bexar,(210) 738-9755,06,08,Yes,Yes,No,No,876,50,17.4,91.8%,0.5%,0.0%,0.0%,97.0%,0.0%,0.2%,2.3%,23.4,17.1,1841,56,1
https://www.schooldigger.com/go/TX/schools/3873004377/school.aspx,1801,M,Muriel Forbes Academy,https://www.schooldigger.com/go/TX/schools/3873004377/school.aspx,San Antonio Independent School District,https://www.schooldigger.com/go/TX/district/38730/search.aspx,San Antonio,https://www.schooldigger.com/go/TX/city/San+Antonio/search.aspx,78223,Bexar,(210) 438-6850,PK,07,Yes,No,No,No,333,23.6,14,96.4%,3.0%,0.3%,0.0%,94.0%,0.0%,0.0%,2.7%,22.7,,,,1
https://www.schooldigger.com/go/TX/schools/0017912584/school.aspx,1810,M,Jubilee Highland Park,https://www.schooldigger.com/go/TX/schools/0017912584/school.aspx,Jubilee Academies,https://www.schooldigger.com/go/TX/district/00179/search.aspx,San Antonio,https://www.schooldigger.com/go/TX/city/San+Antonio/search.aspx,78210,Bexar,(210) 293-4206,PK,08,Yes,Yes,No,No,309,22.3,13.8,73.5%,6.8%,0.0%,0.0%,86.4%,0.0%,2.6%,4.2%,22.1,38.7,1233,-577,1
https://www.schooldigger.com/go/TX/schools/4092004653/school.aspx,1818,M,Julius L Matthey Middle,https://www.schooldigger.com/go/TX/schools/4092004653/school.aspx,Southside Independent School District,https://www.schooldigger.com/go/TX/district/40920/search.aspx,San Antonio,https://www.schooldigger.com/go/TX/city/San+Antonio/search.aspx,78221,Bexar,(210) 882-1601,07,08,Yes,No,No,No,845,61.6,13.7,80.8%,1.4%,0.0%,0.6%,89.3%,0.0%,0.7%,7.9%,21.9,13.3,1902,84,1
https://www.schooldigger.com/go/TX/schools/3873004402/school.aspx,1823,M,Twain Middle,https://www.schooldigger.com/go/TX/schools/3873004402/school.aspx,San Antonio Independent School District,https://www.schooldigger.com/go/TX/district/38730/search.aspx,San Antonio,https://www.schooldigger.com/go/TX/city/San+Antonio/search.aspx,78212,Bexar,(210) 738-9745,08,08,Yes,No,No,No,314,25.8,12.1,93.6%,2.2%,0.0%,0.6%,93.9%,0.3%,0.6%,2.2%,21.8,19.5,1776,-47,1
https://www.schooldigger.com/go/TX/schools/1785007518/school.aspx,1844,M,East Central Heritage Middle,https://www.schooldigger.com/go/TX/schools/1785007518/school.aspx,East Central Independent School District,https://www.schooldigger.com/go/TX/district/17850/search.aspx,San Antonio,https://www.schooldigger.com/go/TX/city/San+Antonio/search.aspx,78263,Bexar,(210) 648-4546,06,08,Yes,No,No,No,1166,65.2,17.8,61.8%,6.1%,0.4%,0.3%,65.4%,0.1%,1.5%,26.2%,20.9,19.2,1786,-58,1
https://www.schooldigger.com/go/TX/schools/3873004391/school.aspx,1850,M,Rogers Academy,https://www.schooldigger.com/go/TX/schools/3873004391/school.aspx,San Antonio Independent School District,https://www.schooldigger.com/go/TX/district/38730/search.aspx,San Antonio,https://www.schooldigger.com/go/TX/city/San+Antonio/search.aspx,78212,Bexar,(210) 738-9825,PK,07,Yes,No,No,No,693,44.1,15.6,92.1%,1.7%,0.0%,0.3%,96.5%,0.0%,0.0%,1.4%,20.7,,,,1
